Filename,Polyglot_Type,Triage_Sample_ID,Status
24d0d3d9346bc42fc669ab17c3b0cd7cb7fd5b04587842eccdecd40309eb7fd7_original.sh,original,260526-nxwcxsa16t,Success
6bcae8f7016b166affdff426d2269c23feb5fcf5f482ee809976adea3e0f9453_original.sh,original,260526-nxxwragx3l,Success
c7d62e129de1b306f45aa655f1da8158237b866261df3d1bd1c31ac89f0774c8_original.sh,original,260526-nx1bwagx3n,Success
5a5a0657dcf5e52fce7ff6ad331b4e655cbaada15029f2eb4b3abca066d0682c_original.sh,original,260526-nx26gagx3q,Success
4dc4f0f7d86ce580ec9d5afe792681d8c4ce473e96f21cfaa11cec93b1cf2ae6_original.sh,original,260526-nx4z3agx3r,Success
9189499c98ba9a90ecebfb73b559d6bd44009fb7c58ed53f1a103a5b6e51a3f4_original.sh,original,260526-nx6hwsa16y,Success
2f0e5799b4b47c6a9fb522937ec66d71d34266ac8cf2c077508d794ee1ff71d2_original.sh,original,260526-nx8m9agx4k,Success
e0d7c7df9562bef40c41835803a4af04a04f4f48f201e56c6f60dc58ae8c65e4_original.sh,original,260526-nyagvagx4m,Success
80729e37f797da2b5a177867306318626e52b675f44fa441c256d139e88f69df_original.sh,original,260526-nybpxagx4p,Success
99296550ab836f29ab7b45f18f1a1cb17a102bb81cad83561f615f3a707887d7_original.sh,original,260526-nydjhagx4r,Success
1c8ccda72671132190340a819e4689f94fbc317970d1da3dc44fafa8fb9d1456_original.sh,original,260526-nyfc4agx5j,Success
60f401afeb6054e531916adb8118df45fcd7d4c1d166ac28197c67ecba2ba60c_original.sh,original,260526-nyg7pagx5m,Success
92ab54d8ddfe5a408bb519d720fd58b0745c405991e41ec420f9132cdce57e2f_original.sh,original,260526-nyj2aagx5n,Success
afd4beb3efb2aac7e0f40c5c8544193fb2e2463f1beca8c3db6ac213d507b3e0_original.sh,original,260526-nylj4sa16z,Success
19680b70becbd4f0a44115dfa79a717603d530e2826cc6ff6d5645baba9a05c0_original.sh,original,260526-nyndpsa161,Success
1a0b015f10ddb6773e33e27b07b24b1cd24a5095409173d587c7cdd247169c7b_original.sh,original,260526-nyvg1sa17t,Success
2ee89245c6dd3edd3e14f8bc52c866757ad98b97955b181d0cd5dc719004b893_stack.sh,stack,260523-wg2h1aax8y,Success
a40ad0e99455b45c535e5e0b12c76bf417a198591dd83b3403ccc02362be11e2_stack.sh,stack,260523-wg32tsax9s,Success
59d2899a00e51d8f410c5ff2f573fe1d21b9b6c71c010f53aac1a73e64ad0480_stack.sh,stack,260523-wg5wesax9x,Success
6bcae8f7016b166affdff426d2269c23feb5fcf5f482ee809976adea3e0f9453_stack.sh,stack,260523-wg7p1sfy2m,Success
a4904fb5c97b3b784b94adc86b2882ac18a87720783c48fda93db57cd7782a84_stack.sh,stack,260523-wg9vdaax9y,Success
cefe4982af641fcbb0a1a30faaa639f0de617124bb282aa9394aa2a8ee4634e6_stack.sh,stack,260523-whbc7say2s,Success
c7d62e129de1b306f45aa655f1da8158237b866261df3d1bd1c31ac89f0774c8_stack.sh,stack,260523-whdtbsfy2r,Success
19680b70becbd4f0a44115dfa79a717603d530e2826cc6ff6d5645baba9a05c0_stack.sh,stack,260523-whfmxsay2w,Success
21c9ee9681865b3f6a20ac8149a5b7d54ab76ad22ab02ba23c4261ee2a303aeb_stack.sh,stack,260523-whg6rafy3q,Success
5a5a0657dcf5e52fce7ff6ad331b4e655cbaada15029f2eb4b3abca066d0682c_stack.sh,stack,260523-whka4sfy4k,Success
396454060ee01e37b2b2cfe165541152283ccba81c2ebab0591f2baa4ec607dd_stack.sh,stack,260523-whmfgafy4p,Success
465d9e29fd4e7f614deb287428e1b595d291d535de4dfd571ab49da68314bade_stack.sh,stack,260523-whnzasfy5j,Success
a58fa03638110727f4a4a227f6ec2c0dceaeb39ccee89d12a4d727bb50d29dc0_stack.sh,stack,260523-whqswsfy5m,Success
b81dbc2439873d2a76e44b22c55251243ed2fa6077a7dbfd00a30a7d635ad9a4_stack.sh,stack,260523-whsbqafy5n,Success
1c8ccda72671132190340a819e4689f94fbc317970d1da3dc44fafa8fb9d1456_stack.sh,stack,260523-wht6baay2y,Success
a94f8a04854eba70645d92176a8f1d5e7423f3d92fef3ad721e01e594b3cc535_stack.sh,stack,260523-whwzxafy5q,Success
351e5de41242d19e1b065712e72fe9e420eebba0e7c25b721ad0ab11c119e555_stack.sh,stack,260523-whythaay3t,Success
afd4beb3efb2aac7e0f40c5c8544193fb2e2463f1beca8c3db6ac213d507b3e0_stack.sh,stack,260523-wh1m4aay3w,Success
9189499c98ba9a90ecebfb73b559d6bd44009fb7c58ed53f1a103a5b6e51a3f4_stack.sh,stack,260523-wh26xsfy6m,Success
4dc4f0f7d86ce580ec9d5afe792681d8c4ce473e96f21cfaa11cec93b1cf2ae6_stack.sh,stack,260523-wh41hsfy6p,Success
b0847d54bcb077c51e83f03e82f61063ce76325b3467cbb1dcf90eb076a3787e_stack.sh,stack,260523-wjhhxaay41,Success
99296550ab836f29ab7b45f18f1a1cb17a102bb81cad83561f615f3a707887d7_stack.sh,stack,260523-wjkchaay5v,Success
1a0b015f10ddb6773e33e27b07b24b1cd24a5095409173d587c7cdd247169c7b_stack.sh,stack,260523-wj7sssfy8j,Success
1b52d27482ab140ea372e8ce644585013d1b9c5618b1d7880c164549eb15f18c_stack.sh,stack,260523-wj9mdsfy8m,Success
9fb82d137cef8056c62cc85ba2c04e8776074e8e54d1da80f90596cc07ecde33_stack.sh,stack,260523-wkyaraay8x,Success
92ab54d8ddfe5a408bb519d720fd58b0745c405991e41ec420f9132cdce57e2f_stack.sh,stack,260523-wk1e4sfz4n,Success
9ca881abd3c11368e381b8a9f6d32ef14e022058ce936922afb82164c17f3310_stack.sh,stack,260523-wk2yyaay81,Success
3619fbcb12d39bbc5009f473a25dcfc95b543f67cbdb88ab203bc4259903eab1_stack.sh,stack,260523-wk4sjafz4p,Success
8789320655b785043f30ed458ed5cbd84861fecd46c4b1fa710a29639cd02ecc_stack.sh,stack,260523-wk6bcsay9v,Success
80729e37f797da2b5a177867306318626e52b675f44fa441c256d139e88f69df_stack.sh,stack,260523-wk75ysfz4q,Success
e0d7c7df9562bef40c41835803a4af04a04f4f48f201e56c6f60dc58ae8c65e4_stack.sh,stack,260523-wk9zjsaz2s,Success
2f0e5799b4b47c6a9fb522937ec66d71d34266ac8cf2c077508d794ee1ff71d2_stack.sh,stack,260523-wlbs5saz2v,Success
8033721d48f43261486b402afc26f22e0de686f21d94ad46f2f11ebda780defd_stack.sh,stack,260523-wldmqsaz2y,Success
60f401afeb6054e531916adb8118df45fcd7d4c1d166ac28197c67ecba2ba60c_stack.sh,stack,260523-wlfgbsaz3t,Success
5dabcdef5b91370b31f8e78058b0d67ed055159e10f3a38bce0df13da5e6166c_stack.sh,stack,260523-wlhaxsaz31,Success
65d10ce7d4cbda9b316b4a4e1d82e0cd111f741b8aa2cf595fd9183de6364a34_stack.sh,stack,260523-wlj5hsaz4t,Success
c0469c8400de5b76b99f26aa982023f483df42781813ebbbdaf4e4013d8fdabd_stack.sh,stack,260523-wllncaaz4x,Success
afc7822d9e561982f5ed22faf76b35ad4b432eaa6cac0cd0fcafc9e67314a8fd_stack.sh,stack,260523-wlngyafz6j,Success
a741e3152b6363815bf47343189b75609f413b6409232c3a9bc00fec95b12dec_stack.sh,stack,260523-wlqbjafz6l,Success
1bf4fcd6d035805d44b5ae7ec67860911ed4c43f94e827c988992d0587d1ab40_stack.sh,stack,260523-wlr55afz6q,Success
6b94e16e486df4ae0960c0cf0ce0e0425a5b9a4b98ea18503468d4cdde93409e_stack.sh,stack,260523-wlvagsfz7k,Success
f44f787ed1febf572ad6b20f972e31dba769b8d19e82b55dcbf251efa0ef47ee_stack.sh,stack,260523-wlwtbafz7n,Success
24d0d3d9346bc42fc669ab17c3b0cd7cb7fd5b04587842eccdecd40309eb7fd7_stack.sh,stack,260523-wlymxafz8j,Success
b2e7757aac7af333aa53fb170c196bd4f324bdb60b841f6c7f233cb7b6dfc042_stack.sh,stack,260523-wl1ghaaz5y,Success
83b524467cb1eb5c4807b0f4cec93c5efe6f3b1bbd15f711f4462b15706b863b_stack.sh,stack,260523-wl3a4afz8k,Success
9c15f56d1167f8e3cad9bcb719ed6e304e1eb00c84e669325f825f629bc0610d_stack.sh,stack,260523-wl45pafz8m,Success
5d81829595150eb5f702e5dcc8c0005e95e216e08947fed48b67c35c9ef73708_stack.sh,stack,260523-wl6zaafz8p,Success
be0fe6a1344b052d4f61cca910f7d26ad02d283f280014eeca0d1cc729e6822a_stack.sh,stack,260523-wl8g4sfz8r,Success
e85eb5bccd2cfb000db6a0a4dd0d29921e1e512fa3787a1eb15e764a0b050037_stack.sh,stack,260523-wl91yafz9l,Success
2da6979700ca47740c94446df38096017166eecb4206af33aa1d55c9346593ea_stack.sh,stack,260523-wmbvjafz9m,Success
21c9ee9681865b3f6a20ac8149a5b7d54ab76ad22ab02ba23c4261ee2a303aeb_zipper.sh,zipper,260523-wmddcsaz6w,Success
afc7822d9e561982f5ed22faf76b35ad4b432eaa6cac0cd0fcafc9e67314a8fd_zipper.sh,zipper,260523-wme7ysaz6y,Success
e85eb5bccd2cfb000db6a0a4dd0d29921e1e512fa3787a1eb15e764a0b050037_zipper.sh,zipper,260523-wmg2jsaz7s,Success
465d9e29fd4e7f614deb287428e1b595d291d535de4dfd571ab49da68314bade_zipper.sh,zipper,260523-wmjv5sf12k,Success
b0847d54bcb077c51e83f03e82f61063ce76325b3467cbb1dcf90eb076a3787e_zipper.sh,zipper,260523-wmt14sf13j,Success
6bcae8f7016b166affdff426d2269c23feb5fcf5f482ee809976adea3e0f9453_zipper.sh,zipper,260523-wmwvpsaz8v,Success
351e5de41242d19e1b065712e72fe9e420eebba0e7c25b721ad0ab11c119e555_zipper.sh,zipper,260523-wmypasf13l,Success
92ab54d8ddfe5a408bb519d720fd58b0745c405991e41ec420f9132cdce57e2f_zipper.sh,zipper,260523-wm1hwsf13n,Success
9c15f56d1167f8e3cad9bcb719ed6e304e1eb00c84e669325f825f629bc0610d_zipper.sh,zipper,260523-wm3cgsf13p,Success
afd4beb3efb2aac7e0f40c5c8544193fb2e2463f1beca8c3db6ac213d507b3e0_zipper.sh,zipper,260523-wm4wbaf14j,Success
be0fe6a1344b052d4f61cca910f7d26ad02d283f280014eeca0d1cc729e6822a_zipper.sh,zipper,260523-wm61nsf14l,Success
59d2899a00e51d8f410c5ff2f573fe1d21b9b6c71c010f53aac1a73e64ad0480_zipper.sh,zipper,260523-wm852aaz9w,Success
5a5a0657dcf5e52fce7ff6ad331b4e655cbaada15029f2eb4b3abca066d0682c_zipper.sh,zipper,260523-wnazmaaz91,Success
9fb82d137cef8056c62cc85ba2c04e8776074e8e54d1da80f90596cc07ecde33_zipper.sh,zipper,260523-wnlfcsa13t,Success
19680b70becbd4f0a44115dfa79a717603d530e2826cc6ff6d5645baba9a05c0_zipper.sh,zipper,260523-wnnkqaa13x,Success
2ee89245c6dd3edd3e14f8bc52c866757ad98b97955b181d0cd5dc719004b893_zipper.sh,zipper,260523-wnqebaf15k,Success
8789320655b785043f30ed458ed5cbd84861fecd46c4b1fa710a29639cd02ecc_zipper.sh,zipper,260523-wnrx5sf15m,Success
1c8ccda72671132190340a819e4689f94fbc317970d1da3dc44fafa8fb9d1456_zipper.sh,zipper,260523-wntrqsa14v,Success
a741e3152b6363815bf47343189b75609f413b6409232c3a9bc00fec95b12dec_zipper.sh,zipper,260523-wnwlbsf15n,Success
24d0d3d9346bc42fc669ab17c3b0cd7cb7fd5b04587842eccdecd40309eb7fd7_zipper.sh,zipper,260523-wnyexsf15r,Success
a58fa03638110727f4a4a227f6ec2c0dceaeb39ccee89d12a4d727bb50d29dc0_zipper.sh,zipper,260523-wnzyraa14z,Success
5dabcdef5b91370b31f8e78058b0d67ed055159e10f3a38bce0df13da5e6166c_zipper.sh,zipper,260523-wn2scaa15v,Success
9189499c98ba9a90ecebfb73b559d6bd44009fb7c58ed53f1a103a5b6e51a3f4_zipper.sh,zipper,260523-wn4lyaf16r,Success
c0469c8400de5b76b99f26aa982023f483df42781813ebbbdaf4e4013d8fdabd_zipper.sh,zipper,260523-wn6fjaf17m,Success
1a0b015f10ddb6773e33e27b07b24b1cd24a5095409173d587c7cdd247169c7b_zipper.sh,zipper,260523-wpkkfsa16v,Success
9ca881abd3c11368e381b8a9f6d32ef14e022058ce936922afb82164c17f3310_zipper.sh,zipper,260523-wpmptaf18p,Success
8033721d48f43261486b402afc26f22e0de686f21d94ad46f2f11ebda780defd_zipper.sh,zipper,260523-wpn8msf19j,Success
6b94e16e486df4ae0960c0cf0ce0e0425a5b9a4b98ea18503468d4cdde93409e_zipper.sh,zipper,260523-wpq28sf19m,Success
a4904fb5c97b3b784b94adc86b2882ac18a87720783c48fda93db57cd7782a84_zipper.sh,zipper,260523-wpswtsf19q,Success
2da6979700ca47740c94446df38096017166eecb4206af33aa1d55c9346593ea_zipper.sh,zipper,260523-wpv17ags2k,Success
99296550ab836f29ab7b45f18f1a1cb17a102bb81cad83561f615f3a707887d7_zipper.sh,zipper,260523-wpxj1sgs2n,Success
83b524467cb1eb5c4807b0f4cec93c5efe6f3b1bbd15f711f4462b15706b863b_zipper.sh,zipper,260523-wpzdlsa16z,Success
3619fbcb12d39bbc5009f473a25dcfc95b543f67cbdb88ab203bc4259903eab1_zipper.sh,zipper,260523-wp177sa17t,Success
f44f787ed1febf572ad6b20f972e31dba769b8d19e82b55dcbf251efa0ef47ee_zipper.sh,zipper,260523-wp32ssa17x,Success
2f0e5799b4b47c6a9fb522937ec66d71d34266ac8cf2c077508d794ee1ff71d2_zipper.sh,zipper,260523-wp5kmaa171,Success
c7d62e129de1b306f45aa655f1da8158237b866261df3d1bd1c31ac89f0774c8_zipper.sh,zipper,260523-wp71rags2p,Success
60f401afeb6054e531916adb8118df45fcd7d4c1d166ac28197c67ecba2ba60c_zipper.sh,zipper,260523-wp9jksgs3k,Success
1b52d27482ab140ea372e8ce644585013d1b9c5618b1d7880c164549eb15f18c_zipper.sh,zipper,260523-wqbc6sa18x,Success
a94f8a04854eba70645d92176a8f1d5e7423f3d92fef3ad721e01e594b3cc535_zipper.sh,zipper,260523-wqc7rsa181,Success
b2e7757aac7af333aa53fb170c196bd4f324bdb60b841f6c7f233cb7b6dfc042_zipper.sh,zipper,260523-wqeetsa19t,Success
5d81829595150eb5f702e5dcc8c0005e95e216e08947fed48b67c35c9ef73708_zipper.sh,zipper,260523-wqgj7aa19v,Success
4dc4f0f7d86ce580ec9d5afe792681d8c4ce473e96f21cfaa11cec93b1cf2ae6_zipper.sh,zipper,260523-wqjdsaa19x,Success
e0d7c7df9562bef40c41835803a4af04a04f4f48f201e56c6f60dc58ae8c65e4_zipper.sh,zipper,260523-wqkxlsa19y,Success
65d10ce7d4cbda9b316b4a4e1d82e0cd111f741b8aa2cf595fd9183de6364a34_zipper.sh,zipper,260523-wqmq7sgs4j,Success
cefe4982af641fcbb0a1a30faaa639f0de617124bb282aa9394aa2a8ee4634e6_zipper.sh,zipper,260523-wqpkssgs4l,Success
396454060ee01e37b2b2cfe165541152283ccba81c2ebab0591f2baa4ec607dd_zipper.sh,zipper,260523-wqr1xsgs4n,Success
b81dbc2439873d2a76e44b22c55251243ed2fa6077a7dbfd00a30a7d635ad9a4_zipper.sh,zipper,260523-wqtvhsgs4q,Success
80729e37f797da2b5a177867306318626e52b675f44fa441c256d139e88f69df_zipper.sh,zipper,260523-wqwdcags5k,Success
1bf4fcd6d035805d44b5ae7ec67860911ed4c43f94e827c988992d0587d1ab40_zipper.sh,zipper,260523-wqx7yags5m,Success
a40ad0e99455b45c535e5e0b12c76bf417a198591dd83b3403ccc02362be11e2_zipper.sh,zipper,260523-wqzqrsgs5q,Success
